Day	Month	Year	MinTemp	MaxTemp	Precipitation	ReferenceET
28	8	2001	12.4	30.7	5.4	5.4
29	8	2001	6.2	14.8	9.9	5.3
30	8	2001	19.7	28.1	8.9	4.1
31	8	2001	14.1	30.2	8.8	5.2
1	9	2001	9.0	39.1	1.5	3.2
2	9	2001	17.1	30.1	7.9	5.6
3	9	2001	10.6	17.9	8.0	4.5
4	9	2001	7.9	37.5	8.5	3.9
5	9	2001	15.6	24.2	2.8	4.2
6	9	2001	18.6	32.6	7.6	5.8
7	9	2001	13.0	26.0	0.8	4.1
8	9	2001	14.2	27.6	1.5	4.4
9	9	2001	18.8	28.2	0.1	5.3
10	9	2001	12.7	38.1	7.8	6.0
11	9	2001	6.2	25.1	1.1	5.4
12	9	2001	18.2	37.3	7.0	4.4
13	9	2001	6.5	38.9	6.6	5.6
14	9	2001	15.7	35.0	2.2	5.1
15	9	2001	16.4	36.5	8.5	4.9
16	9	2001	14.7	39.0	8.6	4.4
17	9	2001	13.5	21.1	5.0	4.3
18	9	2001	20.0	37.8	2.2	3.0
19	9	2001	17.9	36.2	1.4	3.1
20	9	2001	8.4	17.5	4.9	3.2
21	9	2001	8.0	32.8	0.2	3.7
22	9	2001	12.1	22.8	2.8	3.6
23	9	2001	16.3	34.5	3.1	5.2
24	9	2001	16.2	29.9	9.8	5.8
25	9	2001	5.4	30.1	4.6	5.6
26	9	2001	19.7	25.2	1.9	3.9
27	9	2001	16.1	30.4	5.8	4.2
28	9	2001	10.3	38.2	8.7	3.3
29	9	2001	5.9	16.0	7.0	4.4
30	9	2001	8.8	17.4	7.8	3.2
1	10	2001	12.5	21.4	1.0	4.5
2	10	2001	18.2	32.3	6.4	3.5
3	10	2001	15.7	25.9	9.6	5.6
4	10	2001	7.2	28.2	5.2	4.7
5	10	2001	7.7	28.7	4.2	5.7
6	10	2001	15.3	31.5	1.9	3.1
7	10	2001	12.3	28.3	0.2	6.0
8	10	2001	12.0	29.9	0.0	5.4
9	10	2001	14.9	39.9	2.6	4.4
10	10	2001	12.3	35.7	5.9	4.4
11	10	2001	19.0	30.5	0.7	6.0
12	10	2001	16.8	36.6	9.0	4.4
13	10	2001	5.7	11.9	2.0	5.3
14	10	2001	19.4	37.6	8.9	5.7
15	10	2001	6.6	19.7	7.6	5.1
16	10	2001	6.8	23.3	0.8	5.1
17	10	2001	5.9	15.1	8.7	5.6
18	10	2001	9.3	27.3	6.1	5.2
19	10	2001	10.8	25.9	2.8	4.5
20	10	2001	11.2	35.8	5.1	5.3
21	10	2001	18.6	37.1	4.3	3.5
22	10	2001	13.7	22.2	3.7	4.1
23	10	2001	10.9	24.7	7.9	5.0
24	10	2001	15.0	32.9	7.9	5.5
25	10	2001	16.6	22.7	0.4	3.7
26	10	2001	6.6	35.8	4.7	4.6
27	10	2001	17.1	22.4	2.9	5.4
28	10	2001	5.7	26.8	3.8	5.2
29	10	2001	17.3	36.6	0.8	4.5
30	10	2001	17.5	27.9	10.0	5.1
31	10	2001	12.5	25.3	5.8	3.2
1	11	2001	16.7	24.0	2.5	4.1
2	11	2001	7.2	26.5	4.3	3.4
3	11	2001	7.2	35.2	6.4	4.9
4	11	2001	14.4	25.2	1.0	4.3
5	11	2001	11.3	23.9	7.1	4.3
6	11	2001	15.0	33.3	9.0	4.3
7	11	2001	7.4	27.1	5.2	4.2
8	11	2001	5.0	15.0	5.2	4.2
9	11	2001	9.5	39.5	8.4	4.5
10	11	2001	16.2	29.4	8.8	4.5
11	11	2001	17.5	34.7	4.9	3.3
12	11	2001	10.2	21.3	6.2	5.4
13	11	2001	16.1	24.0	6.4	3.3
14	11	2001	14.7	34.5	9.1	4.1
15	11	2001	8.7	30.0	8.9	4.8
16	11	2001	6.7	35.4	3.7	4.9
17	11	2001	5.5	15.6	1.3	4.9
18	11	2001	14.2	32.2	9.8	5.9
19	11	2001	12.0	29.4	2.3	3.2
20	11	2001	7.2	36.8	3.8	3.8
21	11	2001	17.1	28.8	0.1	5.3
22	11	2001	14.4	21.2	9.9	4.3
23	11	2001	5.4	26.6	1.6	3.0
24	11	2001	19.7	26.1	2.9	5.9
25	11	2001	15.9	37.4	8.3	4.1
26	11	2001	18.2	24.7	5.9	5.0
27	11	2001	5.8	31.2	2.7	5.0
28	11	2001	14.3	33.6	6.2	4.0
29	11	2001	19.9	34.7	6.7	3.6
30	11	2001	17.5	33.8	7.1	4.5
1	12	2001	5.5	30.5	4.1	4.1
2	12	2001	12.3	26.1	2.6	3.6
3	12	2001	7.5	18.5	4.2	5.7
4	12	2001	9.2	18.7	2.1	5.2
5	12	2001	6.5	32.4	5.8	4.3
6	12	2001	5.3	12.6	6.7	4.6
7	12	2001	5.9	26.5	6.1	4.6
8	12	2001	5.5	11.9	7.5	4.6
9	12	2001	10.4	25.8	9.5	5.2
10	12	2001	17.3	34.8	1.6	3.7
11	12	2001	10.9	34.7	9.4	3.9
12	12	2001	8.9	27.1	2.4	4.2
13	12	2001	14.7	29.0	9.8	4.0
14	12	2001	13.5	39.0	8.4	4.6
15	12	2001	7.7	13.8	0.7	3.0
16	12	2001	16.2	29.7	0.4	4.9
17	12	2001	17.2	31.1	0.9	4.2
18	12	2001	5.0	39.0	4.4	5.3
19	12	2001	16.4	28.4	9.9	3.5
20	12	2001	12.1	19.6	5.5	4.6
21	12	2001	8.9	14.1	0.3	4.9
22	12	2001	18.9	38.4	3.9	4.0
23	12	2001	16.7	27.7	3.2	3.8
24	12	2001	12.4	33.8	6.6	5.2
25	12	2001	12.3	23.7	0.9	4.8
26	12	2001	14.4	35.8	1.4	4.7
27	12	2001	15.9	23.6	0.2	5.8
28	12	2001	12.7	38.6	8.6	3.0
29	12	2001	15.5	23.6	0.4	5.9
30	12	2001	13.1	21.6	1.3	3.4
31	12	2001	18.5	32.2	0.6	3.0
1	1	2002	18.5	35.9	3.7	5.2
2	1	2002	19.4	36.7	7.0	5.5
3	1	2002	19.0	34.2	2.1	5.7
4	1	2002	8.4	37.2	0.2	4.7
5	1	2002	14.7	24.1	9.9	5.2
6	1	2002	6.1	24.0	2.1	3.7
7	1	2002	8.5	38.4	5.7	4.1
8	1	2002	15.2	22.5	9.4	4.8
9	1	2002	11.9	22.2	2.5	3.3
10	1	2002	6.7	29.3	8.5	3.2
11	1	2002	19.9	27.1	6.9	3.3
12	1	2002	5.4	25.9	0.9	4.4
13	1	2002	9.9	31.7	9.6	5.8
14	1	2002	9.2	31.7	2.5	4.5
15	1	2002	18.1	35.7	6.9	3.4
16	1	2002	7.0	39.1	5.9	5.4
17	1	2002	9.7	19.2	9.1	4.3
18	1	2002	15.2	26.0	6.9	5.8
19	1	2002	16.9	38.2	2.1	4.1
20	1	2002	6.5	17.4	7.3	3.8
21	1	2002	14.5	31.6	6.5	5.4
22	1	2002	7.2	20.6	1.8	5.2
23	1	2002	19.2	27.2	2.1	5.4
24	1	2002	5.2	26.7	8.3	5.7
25	1	2002	14.9	39.3	6.9	5.2
26	1	2002	13.8	25.9	6.3	5.5
27	1	2002	12.9	34.1	5.2	3.2
28	1	2002	15.2	32.6	7.9	3.3
29	1	2002	8.3	19.9	4.1	3.2
30	1	2002	14.5	19.7	8.8	3.7
31	1	2002	14.8	23.7	1.8	4.1
1	2	2002	11.3	29.8	7.5	3.8
2	2	2002	17.5	24.4	2.4	5.8
3	2	2002	7.2	28.9	5.4	5.5
4	2	2002	10.3	26.6	9.5	4.1
5	2	2002	17.7	36.8	8.0	4.1
6	2	2002	6.6	36.2	5.6	3.4
7	2	2002	19.4	26.2	8.1	4.3
8	2	2002	10.5	27.4	4.8	5.2
9	2	2002	8.5	31.5	0.9	4.3
10	2	2002	18.1	37.5	3.8	4.4
11	2	2002	6.1	23.5	5.8	4.5
12	2	2002	7.8	38.9	5.9	4.2
13	2	2002	18.0	26.6	6.4	3.6
14	2	2002	11.6	30.2	9.7	3.4
15	2	2002	10.6	36.3	3.4	4.8
16	2	2002	17.2	39.0	1.6	3.3
17	2	2002	17.2	22.5	3.3	3.2
18	2	2002	19.5	28.4	9.4	3.7
19	2	2002	11.2	30.6	5.2	4.8
20	2	2002	11.4	39.3	6.1	5.1
21	2	2002	6.7	35.5	5.4	3.0
22	2	2002	17.8	39.4	2.0	3.8
23	2	2002	14.8	22.7	5.4	5.7
24	2	2002	12.6	24.3	8.2	5.8
25	2	2002	14.0	23.8	1.1	3.3
26	2	2002	10.5	32.2	4.3	4.8
27	2	2002	12.1	29.8	5.9	4.0
28	2	2002	7.5	26.7	9.2	4.4
1	3	2002	17.2	26.8	7.5	5.3
2	3	2002	18.1	25.9	8.2	4.3
3	3	2002	15.2	28.4	3.4	5.7
4	3	2002	17.5	25.6	4.9	3.3
5	3	2002	16.9	27.9	0.5	3.9
6	3	2002	12.5	21.3	2.1	4.7
7	3	2002	8.0	18.3	8.6	5.7
8	3	2002	12.4	28.8	1.8	3.0
9	3	2002	5.8	39.8	3.9	3.8
10	3	2002	15.5	30.5	7.5	3.1
11	3	2002	16.1	37.1	2.7	5.0
12	3	2002	19.0	25.9	5.1	5.7
13	3	2002	15.0	28.2	4.2	3.3
14	3	2002	10.1	32.4	2.4	5.2
15	3	2002	17.6	31.0	9.7	4.9
16	3	2002	14.2	39.2	2.5	5.1
17	3	2002	17.9	25.7	7.5	3.4
18	3	2002	19.3	33.9	1.3	3.2
19	3	2002	9.1	14.7	4.5	5.7
20	3	2002	5.5	19.4	9.6	5.4
21	3	2002	7.1	17.5	6.2	3.4
22	3	2002	19.9	28.3	2.9	4.7
23	3	2002	13.7	26.9	4.1	5.5
24	3	2002	18.3	36.6	8.8	4.4
25	3	2002	9.5	18.4	0.7	4.7
26	3	2002	17.7	23.5	8.7	5.1
27	3	2002	9.7	24.7	6.1	5.2
28	3	2002	13.1	36.9	5.3	5.2
29	3	2002	6.3	13.9	4.2	5.5
30	3	2002	10.8	27.0	2.9	5.5
31	3	2002	8.2	15.1	6.1	5.5
1	4	2002	7.0	30.4	5.1	3.8
2	4	2002	19.5	31.7	1.3	3.8
3	4	2002	19.1	32.1	2.4	5.5
4	4	2002	18.6	35.6	9.5	3.3
5	4	2002	8.0	18.2	9.7	4.3
6	4	2002	17.0	34.0	1.9	5.1
7	4	2002	5.4	26.3	4.5	6.0
8	4	2002	6.5	29.8	5.3	4.6
9	4	2002	18.1	29.3	6.4	4.0
10	4	2002	8.9	38.6	7.7	3.4
11	4	2002	17.6	25.2	2.8	3.5
12	4	2002	16.2	22.3	4.2	5.2
13	4	2002	5.1	36.2	3.5	4.8
14	4	2002	7.5	27.0	2.5	4.2
15	4	2002	16.5	37.7	6.4	4.6
16	4	2002	8.6	19.4	4.6	4.0
17	4	2002	9.3	27.3	2.0	4.3
18	4	2002	5.3	29.7	1.8	5.1
19	4	2002	19.3	25.7	7.7	3.3
20	4	2002	8.5	37.9	5.7	3.9
21	4	2002	9.7	23.5	5.1	3.9
22	4	2002	16.2	39.6	8.6	4.4
23	4	2002	6.6	25.2	2.7	5.9
24	4	2002	11.0	20.5	1.6	5.1
25	4	2002	9.1	38.4	0.4	3.5
26	4	2002	12.6	27.9	9.4	5.0
27	4	2002	15.5	35.7	2.9	6.0
28	4	2002	12.0	21.7	5.3	3.8
29	4	2002	5.1	30.6	6.3	5.2
30	4	2002	8.1	22.4	8.9	4.0
1	5	2002	16.5	28.9	2.5	3.0
2	5	2002	18.5	37.2	6.3	5.5
3	5	2002	13.7	19.5	0.1	5.1
4	5	2002	13.7	37.2	3.6	3.1
5	5	2002	12.6	35.8	3.6	5.7
6	5	2002	10.6	31.1	9.3	3.6
7	5	2002	11.4	17.5	4.5	5.0
8	5	2002	14.7	20.7	5.1	4.4
9	5	2002	16.1	37.0	6.4	4.1
10	5	2002	9.4	19.5	2.2	5.6
11	5	2002	7.9	38.8	10.0	5.2
12	5	2002	19.9	39.3	5.9	5.5
13	5	2002	8.3	33.7	3.3	5.6
14	5	2002	8.2	39.4	2.1	5.5
15	5	2002	10.9	21.1	8.0	3.6
16	5	2002	10.8	19.0	9.0	3.4
17	5	2002	17.2	24.9	4.2	4.5
18	5	2002	17.9	24.6	1.8	5.4
19	5	2002	11.9	22.9	8.2	3.3
20	5	2002	12.9	26.1	9.1	3.3
21	5	2002	19.1	34.3	1.7	5.7
22	5	2002	5.9	30.5	2.6	5.0
23	5	2002	9.0	23.8	7.3	5.8
24	5	2002	10.5	35.2	7.1	3.6
25	5	2002	16.5	35.2	7.6	4.8
26	5	2002	14.2	33.6	9.3	4.8
27	5	2002	17.9	30.1	1.9	4.1
28	5	2002	11.2	29.6	3.5	4.1
29	5	2002	10.2	35.8	6.1	5.3
30	5	2002	5.2	35.9	5.5	3.8
31	5	2002	13.4	19.3	1.3	3.3
1	6	2002	8.1	35.6	9.5	4.2
2	6	2002	16.3	34.6	5.5	3.2
3	6	2002	17.8	27.6	1.0	5.1
4	6	2002	17.0	26.9	0.6	3.0
5	6	2002	10.8	38.0	7.0	4.4
6	6	2002	14.2	26.0	4.3	4.3
7	6	2002	11.7	39.9	2.6	5.7
8	6	2002	19.3	24.5	1.0	4.8
9	6	2002	18.2	39.0	7.7	3.2
10	6	2002	11.8	29.8	9.0	3.2
11	6	2002	5.6	28.7	6.9	3.9
12	6	2002	9.2	39.8	1.8	5.8
13	6	2002	9.4	39.0	7.5	4.8
14	6	2002	8.1	19.8	5.1	4.9
15	6	2002	5.6	15.6	9.6	4.2
16	6	2002	5.3	38.5	6.4	5.1
17	6	2002	11.6	30.4	0.7	4.9
18	6	2002	14.0	34.2	8.0	5.5
19	6	2002	10.9	23.4	0.2	5.0
20	6	2002	13.8	29.3	1.1	4.9
21	6	2002	15.7	27.7	2.1	3.5
22	6	2002	12.1	29.2	5.7	4.3
23	6	2002	18.9	37.0	0.3	5.4
24	6	2002	16.4	35.4	6.3	3.4
25	6	2002	12.0	34.8	2.7	5.6
26	6	2002	7.1	24.8	6.6	4.4
27	6	2002	11.2	33.3	3.8	5.3
28	6	2002	13.3	25.8	6.9	4.8
29	6	2002	17.1	33.2	3.5	5.5
30	6	2002	12.2	33.1	5.3	5.3
1	7	2002	7.0	14.1	4.8	4.9
2	7	2002	8.3	38.5	0.8	5.2
3	7	2002	11.8	29.5	1.6	3.7
4	7	2002	7.0	37.8	7.9	5.7
5	7	2002	8.4	16.1	4.1	4.6
6	7	2002	9.2	20.9	0.2	5.1
7	7	2002	8.1	14.0	4.0	3.8
8	7	2002	18.6	33.7	4.1	5.4
9	7	2002	16.3	36.4	9.5	5.1
10	7	2002	13.6	24.8	7.9	6.0
11	7	2002	16.9	28.2	1.5	4.2
12	7	2002	16.6	32.3	0.1	4.4
13	7	2002	12.2	19.0	3.2	4.9
14	7	2002	7.4	32.1	3.9	3.6
15	7	2002	13.8	31.1	1.4	3.7
16	7	2002	15.4	35.4	3.3	3.2
17	7	2002	14.3	39.2	5.4	3.1
18	7	2002	10.9	21.8	8.4	5.3
19	7	2002	5.7	29.8	7.0	4.9
20	7	2002	16.4	36.2	7.4	4.3
21	7	2002	10.1	34.9	7.8	4.5
22	7	2002	15.9	28.9	9.7	4.1
23	7	2002	15.1	34.4	7.4	5.0
24	7	2002	19.7	27.1	3.1	5.7
25	7	2002	13.2	29.8	9.4	4.8
26	7	2002	6.4	14.9	5.5	3.4
27	7	2002	15.1	38.3	1.2	3.5
28	7	2002	8.0	33.3	1.8	3.7
29	7	2002	9.3	27.3	6.9	5.4
30	7	2002	12.7	35.6	2.0	3.8
31	7	2002	6.1	35.5	1.1	3.9
1	8	2002	13.2	36.4	7.3	5.5
2	8	2002	16.9	27.8	6.7	5.1
3	8	2002	19.5	34.3	2.6	4.8
4	8	2002	17.1	37.9	9.4	5.6
5	8	2002	19.2	30.1	8.9	3.2
6	8	2002	8.0	39.7	4.6	3.9
7	8	2002	17.6	25.5	4.6	3.1
8	8	2002	5.6	38.9	0.2	3.7
9	8	2002	17.7	39.1	3.8	4.3
10	8	2002	9.9	20.8	5.0	5.8
11	8	2002	12.9	29.0	7.3	4.0
12	8	2002	7.4	33.0	7.5	4.5
13	8	2002	12.5	20.3	1.5	5.4
14	8	2002	8.3	32.2	9.9	3.6
15	8	2002	7.7	29.5	9.5	5.9
16	8	2002	18.6	37.0	4.3	4.1
17	8	2002	9.1	17.0	3.6	5.9
18	8	2002	6.0	23.9	3.2	5.8
19	8	2002	12.8	38.5	6.4	4.0
20	8	2002	19.7	37.3	0.6	4.7
21	8	2002	9.9	22.5	8.3	4.2
22	8	2002	5.7	25.0	1.5	5.4
23	8	2002	14.8	28.1	2.3	4.3
24	8	2002	15.8	27.4	3.1	3.3
25	8	2002	17.1	27.6	7.1	5.1
26	8	2002	15.1	31.0	8.6	3.5
27	8	2002	13.5	25.0	4.7	3.7
28	8	2002	8.7	30.6	7.6	5.3
29	8	2002	14.0	25.1	3.2	5.8
30	8	2002	8.4	25.4	0.1	4.7
31	8	2002	17.3	29.9	8.1	3.1
1	9	2002	13.0	33.3	0.9	5.4
2	9	2002	10.4	20.5	2.0	5.6
3	9	2002	6.4	27.9	5.0	3.6
4	9	2002	5.0	17.4	8.6	5.5
5	9	2002	14.6	37.0	4.8	4.5
6	9	2002	14.4	22.9	3.2	3.4
7	9	2002	19.8	35.6	9.3	5.9
8	9	2002	13.2	28.4	5.7	4.9
9	9	2002	17.9	37.7	0.4	3.1
10	9	2002	17.5	34.8	0.4	5.4
11	9	2002	19.7	29.5	1.2	5.8
12	9	2002	15.3	22.7	4.6	3.8
13	9	2002	17.2	29.4	4.7	4.8
14	9	2002	14.5	36.1	4.5	3.8
15	9	2002	5.2	37.1	1.3	4.6
16	9	2002	12.0	31.7	8.4	4.7
17	9	2002	12.4	24.9	9.3	3.9
18	9	2002	19.1	33.0	1.1	5.2
19	9	2002	16.8	31.8	6.7	3.3
20	9	2002	6.9	21.7	5.0	4.0
21	9	2002	14.4	27.7	1.0	4.6
22	9	2002	15.3	22.1	4.8	5.9
23	9	2002	5.8	27.2	7.5	4.0
24	9	2002	18.2	38.6	9.0	4.1
25	9	2002	18.6	39.8	0.3	5.5
26	9	2002	11.6	29.4	3.0	4.2
27	9	2002	8.5	24.8	7.0	3.4
28	9	2002	8.4	21.6	1.1	5.8
29	9	2002	10.4	35.7	1.1	4.2
30	9	2002	13.8	27.0	6.1	3.5
1	10	2002	14.0	23.3	5.2	3.6
2	10	2002	19.7	33.5	9.3	4.3
3	10	2002	11.8	26.7	3.3	3.6
4	10	2002	16.5	27.1	4.9	5.2
5	10	2002	19.8	39.3	9.4	5.1
6	10	2002	14.6	28.8	7.3	3.4
7	10	2002	7.5	21.3	0.7	4.4
8	10	2002	9.8	25.7	1.1	4.0
9	10	2002	12.7	35.4	1.1	3.8
10	10	2002	6.0	12.0	8.3	5.9
11	10	2002	8.1	28.7	7.5	4.8
12	10	2002	7.7	35.1	6.0	3.7
13	10	2002	7.6	35.1	6.3	3.3
14	10	2002	7.3	35.8	5.0	4.3
15	10	2002	5.0	37.4	6.7	4.3
16	10	2002	18.0	26.3	3.4	5.6
17	10	2002	6.7	35.6	2.6	4.7
18	10	2002	9.5	34.7	5.7	4.8
19	10	2002	16.9	35.4	6.8	3.6
20	10	2002	15.4	21.3	6.9	3.0
21	10	2002	18.0	23.5	3.5	4.3
22	10	2002	16.8	37.8	9.5	4.9
23	10	2002	14.3	39.9	5.1	4.8
24	10	2002	5.1	38.6	0.0	4.7
25	10	2002	10.4	25.3	0.3	3.5
26	10	2002	6.8	25.3	4.5	3.3
27	10	2002	13.0	33.5	5.4	3.0
28	10	2002	6.1	37.8	9.3	3.0
29	10	2002	9.4	15.5	9.3	3.8
30	10	2002	20.0	28.8	2.7	3.1
31	10	2002	19.8	26.8	1.8	3.9
1	11	2002	18.6	28.1	0.9	3.4
2	11	2002	15.3	20.3	1.0	4.8
3	11	2002	14.1	21.4	9.0	3.6
4	11	2002	13.4	29.5	1.8	5.7
5	11	2002	16.2	33.6	3.7	4.3
6	11	2002	13.7	33.6	4.6	5.3
7	11	2002	18.9	35.8	4.5	3.1
8	11	2002	12.8	24.1	4.1	5.7
9	11	2002	6.3	30.7	0.1	5.2
10	11	2002	18.1	29.3	5.6	5.1
11	11	2002	16.2	26.9	9.0	3.5
12	11	2002	11.8	34.4	7.8	4.5
13	11	2002	10.5	39.8	4.1	4.9
14	11	2002	9.2	30.5	7.5	5.4
15	11	2002	5.6	21.5	1.8	3.9
16	11	2002	14.6	22.7	4.9	3.2
17	11	2002	15.0	21.5	8.7	3.3
18	11	2002	6.5	17.5	6.0	3.7
19	11	2002	11.1	29.3	6.8	3.5
20	11	2002	15.4	23.3	9.9	4.2
21	11	2002	16.1	27.1	9.4	3.5
22	11	2002	14.5	24.6	4.1	4.7
23	11	2002	9.7	31.1	1.4	5.0
24	11	2002	5.7	13.1	9.3	5.2
25	11	2002	6.2	35.6	0.1	4.4
26	11	2002	12.0	20.0	0.0	4.5
27	11	2002	12.7	31.5	2.7	5.2
28	11	2002	18.0	33.6	3.4	4.6
29	11	2002	9.6	24.6	9.0	5.5
30	11	2002	17.7	36.1	8.1	5.3
1	12	2002	12.3	23.7	8.5	5.4
2	12	2002	14.6	38.5	0.7	3.4
3	12	2002	6.9	28.2	5.2	5.1
4	12	2002	15.2	35.6	3.7	4.3
5	12	2002	11.7	39.7	4.0	3.1
6	12	2002	7.9	18.5	1.8	5.2
7	12	2002	15.1	26.7	8.0	5.3
8	12	2002	11.3	24.9	5.6	4.7
9	12	2002	19.5	27.8	6.9	5.4
10	12	2002	11.6	27.3	8.9	5.7
11	12	2002	14.6	29.8	7.6	5.1
12	12	2002	13.7	32.9	2.6	5.1
13	12	2002	19.8	35.7	1.6	5.4
14	12	2002	5.3	14.4	1.1	3.6
15	12	2002	6.8	33.4	5.5	3.7
16	12	2002	5.0	24.3	9.6	3.1
17	12	2002	19.8	27.6	3.3	4.6
18	12	2002	17.9	26.1	4.0	3.6
19	12	2002	19.1	24.2	4.6	3.4
20	12	2002	14.5	30.2	9.3	4.8
21	12	2002	13.7	23.9	6.1	5.6
22	12	2002	5.0	35.3	5.2	3.4
23	12	2002	15.5	24.6	2.8	4.7
24	12	2002	14.5	25.2	8.4	3.0
25	12	2002	18.2	34.7	9.4	3.6
26	12	2002	11.6	18.4	2.1	5.9
27	12	2002	7.5	30.9	9.5	5.1
28	12	2002	17.5	28.7	4.7	5.7
29	12	2002	16.7	36.7	5.1	4.4
30	12	2002	13.2	20.6	6.7	5.6
31	12	2002	7.9	14.1	1.4	5.9
1	1	2003	15.6	34.4	9.9	4.6
2	1	2003	17.0	32.6	0.6	4.8
3	1	2003	8.8	30.4	9.1	4.1
4	1	2003	10.0	36.8	1.2	3.5
5	1	2003	14.6	30.5	0.0	4.1
6	1	2003	14.7	38.2	1.1	4.1
7	1	2003	11.5	16.7	6.8	4.1
8	1	2003	15.5	32.4	8.5	3.8
9	1	2003	17.5	34.3	9.6	3.1
10	1	2003	8.7	27.6	7.7	5.7
11	1	2003	9.9	25.7	9.4	4.1
12	1	2003	8.6	21.8	0.1	3.9
13	1	2003	9.7	34.5	1.3	4.9
14	1	2003	12.1	36.7	8.8	3.2
15	1	2003	9.0	34.8	0.4	5.5
16	1	2003	5.3	34.3	0.7	4.7
17	1	2003	9.3	25.6	8.2	3.8
18	1	2003	18.4	30.4	1.2	4.7
19	1	2003	14.8	37.4	7.1	3.1
20	1	2003	8.9	34.2	8.7	5.3
21	1	2003	18.7	32.4	8.1	3.5
22	1	2003	17.6	33.4	0.0	3.8
23	1	2003	11.4	33.3	5.9	5.2
24	1	2003	8.9	25.6	2.9	5.3
25	1	2003	10.2	34.2	2.9	4.6
26	1	2003	9.0	17.3	8.7	3.1
27	1	2003	5.9	15.3	2.6	4.0
28	1	2003	17.6	35.2	3.9	4.5
29	1	2003	12.9	37.5	7.9	3.4
30	1	2003	9.0	22.8	7.9	5.8
31	1	2003	15.8	34.9	4.3	5.5
1	2	2003	17.4	26.7	5.3	3.4
2	2	2003	15.2	30.3	8.7	5.4
3	2	2003	9.9	25.3	8.9	3.2
4	2	2003	14.0	29.0	0.5	3.7
5	2	2003	9.1	24.4	1.3	3.4
6	2	2003	8.2	17.5	4.5	4.0
7	2	2003	5.3	28.9	2.1	4.0
8	2	2003	16.2	29.5	8.2	4.5
9	2	2003	19.1	37.2	3.8	5.5
10	2	2003	18.0	39.0	7.5	4.9
11	2	2003	5.4	33.3	3.8	5.6
12	2	2003	6.8	20.2	1.0	4.2
13	2	2003	19.9	35.6	4.0	3.5
14	2	2003	13.5	26.9	8.9	3.8
15	2	2003	6.2	14.7	1.8	5.9
16	2	2003	19.5	30.2	3.4	4.0
17	2	2003	17.6	26.5	6.8	5.5
18	2	2003	18.4	32.2	4.8	3.6
19	2	2003	12.7	19.0	7.6	4.8
20	2	2003	5.8	37.5	8.1	5.9
21	2	2003	17.5	37.1	3.9	4.6
22	2	2003	16.7	26.7	3.2	4.6
23	2	2003	9.8	31.5	1.7	4.6
24	2	2003	7.2	12.7	8.5	5.1
25	2	2003	16.3	35.7	1.2	5.0
26	2	2003	11.7	20.9	1.0	4.9
27	2	2003	17.1	36.5	3.7	5.7
28	2	2003	5.5	21.9	3.0	5.7
1	3	2003	14.5	24.1	6.9	3.7
2	3	2003	11.4	30.9	8.0	5.2
3	3	2003	11.5	20.2	2.6	3.4
4	3	2003	16.0	24.2	7.5	5.0
5	3	2003	6.7	27.0	2.1	5.4
6	3	2003	11.4	21.1	3.5	3.8
7	3	2003	5.0	31.7	3.5	5.0
8	3	2003	16.4	32.6	0.6	5.2
9	3	2003	17.9	32.7	5.9	5.1
10	3	2003	14.6	39.4	0.1	4.0
11	3	2003	16.8	22.5	5.9	3.1
12	3	2003	12.3	37.2	5.7	3.1
13	3	2003	9.7	36.1	1.7	4.9
14	3	2003	10.9	21.2	8.1	5.1
15	3	2003	8.2	35.5	0.2	3.6
16	3	2003	19.6	39.1	9.5	5.3
17	3	2003	6.5	23.4	7.1	3.9
18	3	2003	13.0	33.6	0.6	3.0
19	3	2003	9.2	28.3	1.6	3.7
20	3	2003	14.8	24.2	0.5	3.0
21	3	2003	13.6	21.6	2.5	3.1
22	3	2003	15.3	28.6	3.0	4.9
23	3	2003	10.7	28.4	4.7	3.6
24	3	2003	17.2	38.3	2.3	3.9
25	3	2003	9.2	26.1	6.7	3.6
26	3	2003	17.6	26.0	7.2	3.1
27	3	2003	16.5	32.3	9.9	4.1
28	3	2003	13.1	35.8	2.9	3.8
29	3	2003	19.8	35.2	0.6	5.0
30	3	2003	9.5	22.8	3.7	5.6
31	3	2003	9.5	26.4	8.6	3.2
1	4	2003	19.0	38.2	2.2	5.5
2	4	2003	18.9	32.8	1.8	4.0
3	4	2003	7.2	23.7	6.8	4.6
4	4	2003	11.5	17.6	6.7	4.6
5	4	2003	9.1	38.8	4.2	4.3
6	4	2003	14.6	35.9	3.8	3.7
7	4	2003	19.1	31.5	1.0	3.3
8	4	2003	20.0	37.7	6.9	4.6
9	4	2003	16.2	27.1	1.1	5.1
10	4	2003	8.2	28.5	0.3	5.8
11	4	2003	5.4	30.4	7.7	5.9
12	4	2003	11.1	27.2	4.0	5.0
13	4	2003	9.7	38.0	6.4	4.3
14	4	2003	16.1	32.9	3.8	5.7
15	4	2003	14.6	32.2	0.7	4.7
16	4	2003	14.1	22.6	0.6	5.9
17	4	2003	5.6	20.3	0.5	4.9
18	4	2003	10.7	22.8	1.9	5.8
19	4	2003	10.3	29.2	3.1	3.8
20	4	2003	14.4	24.1	5.6	5.1
21	4	2003	10.0	20.0	10.0	5.4
22	4	2003	15.7	27.4	0.8	5.0
23	4	2003	9.4	15.9	2.2	3.6
24	4	2003	5.2	37.6	5.7	3.8
25	4	2003	7.6	36.5	9.0	5.7
26	4	2003	5.3	33.2	6.4	5.4
